date,hour,open,high,low,close,real_volume,tick_volume,spread
2016.06.16,13:45:00,50190,50225,50070,50080,15891,6236,5
2016.06.16,13:30:00,49995,50200,49950,50190,19944,7388,5
2016.06.16,13:15:00,49910,50045,49895,49995,18743,7092,5
2016.06.16,13:00:00,49700,49955,49670,49910,15222,5985,5
2016.06.16,12:45:00,49800,49845,49685,49695,12850,5206,5
2016.06.16,12:30:00,49865,49900,49750,49795,16479,6480,5
2016.06.16,12:15:00,49605,49875,49505,49860,23333,9125,5
2016.06.16,12:00:00,49470,49620,49430,49600,24648,9996,5
2016.06.16,11:45:00,49320,49470,49315,49470,26056,9707,5
2016.06.16,11:30:00,49175,49360,49100,49320,23140,9213,5
2016.06.16,11:15:00,49260,49385,49110,49175,25167,9896,5
2016.06.16,11:00:00,49125,49330,49020,49270,24831,10395,5
2016.06.16,10:45:00,49135,49195,49045,49125,21504,8829,5
2016.06.16,10:30:00,49420,49420,49090,49140,35722,14128,5
2016.06.16,10:15:00,49470,49490,49280,49420,15094,6339,5
2016.06.16,10:00:00,49420,49535,49325,49480,19418,7800,5
2016.06.16,9:45:00,49365,49440,49320,49420,11540,4758,5
2016.06.16,9:30:00,49210,49390,49200,49375,11771,4926,5
2016.06.16,9:15:00,49300,49350,49170,49205,14256,4951,5
2016.06.16,9:00:00,49400,49400,49145,49295,13953,5203,5
2016.06.15,18:00:00,49750,49750,49750,49750,1309,213,5
2016.06.15,17:45:00,49835,49870,49770,49845,2530,1153,5
